movie_id,title,year,genres,overview,source,status,source_domain,mismatch_start,audit_round,audit_flag,audit_notes
506,Orlando (1993),1993,Drama,"In 1600, nobleman Orlando inherits his parents' house, thanks to Queen Elizabeth I, who commands the young man to never change. After a disastrous affair with Russian princess Sasha, Orlando looks for solace in the arts before being appointed ambassador to Constantinople in 1700, where war is raging. One morning, Orlando is shocked to wake up as a woman and returns home, struggling as a female to retain her property as the centuries roll by.",https://www.themoviedb.org/movie/9300,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
512,Robert A. Heinlein's The Puppet Masters (1994),1994,Horror|Sci-Fi,"When a flying saucer reportedly lands in rural Iowa, Andrew Nivens (who runs a secret branch of the Central Intelligence Agency tasked with investigating extraterrestrial activity) sends two agents from their local office to investigate the crash site. After the two agents disappear shortly after their arrival, Andrew now goes in person, accompanied by agents Sam Nivens (his son) and Jarvis, as well as Dr. Mary Sefton, a NASA specialist.",https://www.imdb.com/title/tt0111003/,filled_plot_dataset,www.imdb.com,False,rand200_r1;rand300_r3,,
537,Sirens (1994),1994,Comedy|Drama,"In 1930s Australia, Anglican clergyman Anthony Campion and his prim wife, Estella, are asked to visit noted painter Norman Lindsay, whose planned contribution to an international art exhibit is considered blasphemous. While Campion and Lindsay debate, Estella finds herself drawn to the three beautiful models sitting for the painter's current work, freethinking Sheela, sensual Pru and virginal Giddy.",https://www.themoviedb.org/movie/12519,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
545,Harlem Nights (1989),1989,Comedy|Crime|Drama,"In 1918 and 1938 Harlem, gambling boss Sugar Ray adopts an orphan who grows up as his right-hand man; together they run a nightclub and battle gangsters and corrupt cops to survive.",https://www.imdb.com/title/tt0097481/,fixed_title_year_and_imdb,www.imdb.com,False,rand200_r1;rand300_r3,,
559,"Paris, France (1993)",1993,Comedy,"In Toronto, publisher Lucy and her husband Michael prepare to release a former boxer-turned-writer’s debut novel, but his arrival and their shifting relationships pull the partners into an emotional and sexual whirlwind.","https://en.wikipedia.org/wiki/Paris,_France_(film)",filled_tmdb|rand200_r2_fix,en.wikipedia.org,False,rand200_r2;rand300_r3,,
565,Cronos (1992),1992,Horror,"Faced with his own mortality, an ingenious alchemist tried to perfect an invention that would provide him with the key to eternal life. It was called the Cronos device. When he died more than 400 years later, he took the secrets of this remarkable device to the grave with him. Now, an elderly antiques dealer has found the hellish machine hidden in a statue and learns about its incredible powers. The more he uses the device, the younger he becomes...but nothing comes without a price. Life after death is just the beginning as this nerve-shattering thriller unfolds and the fountain of youth turns bloody.",https://www.themoviedb.org/movie/11655,filled_tmdb,www.themoviedb.org,False,rand200_r1,,
566,Naked in New York (1994),1994,Comedy|Romance,"Naked in New York begins in the car of grown up Jake, he is talking to us about his girlfriend, Joanne, (watch for the facial expressions) and to whom you can turn to for help while facing life ('your parents, nyaa, I don't think so'). From there it flashes back to his memories of his parents, college, house across from a squirrel infested peanut factory, best friend, writing career and Joanne.",https://www.themoviedb.org/movie/11800,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
568,Bhaji on the Beach (1993),1993,Comedy|Drama,"A group of women of Indian descent take a trip together from their home in Birmingham, England to the beach resort of Blackpool.",https://www.themoviedb.org/movie/14587,filled_tmdb,www.themoviedb.org,False,rand200_r1,,
571,"Wedding Gift, The (1994)",1994,Drama,A Taiwanese-American man is happily settled in New York with his American boyfriend. He plans a marriage of convenience to a Chinese woman in order to keep his parents off his back and to get the woman a green card. Chaos follows when his parents arrive in New York for the wedding.,https://www.themoviedb.org/movie/9261,filled_tmdb_tok_loose,www.themoviedb.org,False,rand200_r2;rand300_r3;re_audit200_hr1,OK,
573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",1993,Drama,"A bureaucratic snafu sends Marco Tullio Sperelli, a portly, middle-aged northern Italian, to teach third grade in a poor town outside Naples",https://www.themoviedb.org/movie/23637,filled_tmdb,www.themoviedb.org,False,rand200_r1;rand300_r3,,
576,Fausto (1993),1993,Comedy,"A very free adaptation of Marlowe's 'Doctor Faustus', Goethe's 'Faust' and various other treatments of the old legend of the man who sold his soul to the devil. Svankmajer's Faust is a nondescript man who, after being lured by a strange map into a sinister puppet theatre, finds himself immersed in an indescribably weird version of the play, blending live actors, clay animation and giant puppets.",https://www.themoviedb.org/movie/18919,filled_tmdb_fuzzy,www.themoviedb.org,False,rand200_r1;rand300_r3;re_audit200_hr1,OK,
578,"Hour of the Pig, The (1993)",1993,Drama|Mystery,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law. Variety hails Out of Sight as ""a sly, sexy, vastly entertaining film.""",https://www.themoviedb.org/movie/1389,filled_tmdb_fuzzy,www.themoviedb.org,False,rand300_r3;re_audit200_hr1,OK,
579,"Scorta, La (1993)",1993,Thriller,"The film shows the difficulties of an honest, imperiled judge and his bodyguard of four men, trying to clean up a Sicilian town. Corrupt local politicians, working hand-in-hand with the Mafia, will stop at nothing to prevent exposure of their rackets.",https://www.themoviedb.org/movie/68806,filled_tmdb_tok_loose,www.themoviedb.org,False,rand200_r1;re_audit200_hr1,OK,
581,"Celluloid Closet, The (1995)",1995,Documentary,"This documentary highlights the historical contexts that gays, lesbians, bisexuals and transgenders have occupied in cinema history, and shows the evolution of the entertainment industry's role in shaping perceptions of LGBT figures. The issues addressed include secrecy – which initially defined homosexuality – as well as the demonization of the homosexual community with the advent of AIDS, and finally the shift toward acceptance and positivity in the modern era.",https://www.themoviedb.org/movie/32562,filled_tmdb_tok,www.themoviedb.org,False,rand300_r3;re_audit200_hr1,OK,
583,Dear Diary (Caro Diario) (1994),1994,Comedy|Drama,Writer/director/actor Nanni Moretti offers a three-part film diary which takes a sharply satiric look at Italian life.,https://www.themoviedb.org/movie/25403,filled_tmdb,www.themoviedb.org,False,rand200_r1,,
598,Window to Paris (1994),1994,Comedy,"Nikolai (played by Sergei Dontsov) has been fired from his job as a music teacher and has to live in the gym until he finds a place to stay. Finally, he gets a communal room in the apartment of Gorokhov (Victor Mikhalkov). The room's previous inhabitant, an old lady, has died a year ago, and yet her cat, Maxi, is still in the locked room, healthy and fat. Soon, Nikolai and his neighbours discover the mystery: there is a window to Paris in the room. That's when the comedy begins - will the Russians be able to cope with the temptation to profit from the discovery?",https://www.themoviedb.org/movie/41043,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
604,Criminals (1996),1996,Documentary,"Des is an eleven year old kid who has had a really bad deal in life. Crime and mischief are the main staples of his life and he and his friends cruise around the city and do things like vandalize, steal, light fires, and mug people. He thinks that he is untouchable because he cannot be charged until he is twelve. Cory becomes Des' best friend and they carry on like nothing can stop them; however, Des ends up at an assessment centre for troubled youths and may begin a new life without crime.",https://www.themoviedb.org/movie/70374,filled_tmdb_tok_loose,www.themoviedb.org,False,rand300_r3;re_audit200_hr1,OK,
614,Loaded (1994),1994,Drama|Thriller,"A group of young friends convene in the countryside to shoot a horror movie. But an experiment with LSD sees normal boundaries between them collapsing, and tragedy subsequently striking.",https://www.themoviedb.org/movie/54850,filled_tmdb,www.themoviedb.org,False,rand200_r2,,
615,Bread and Chocolate (Pane e cioccolata) (1973),1973,Drama,Italian immigrant tries to become a member of Swiss society but fails as a waiter and even as a chicken plucker. He then becomes involved with shady wealthy character and tries to hide his Italian identity. He refuses to give up no matter how awful his situation.,https://www.themoviedb.org/movie/51242,filled_tmdb,www.themoviedb.org,False,rand200_r1;rand300_r3,,
623,"Modern Affair, A (1995)",1995,Romance,"A Modern Affair is an independent feature directed by Vern Oakley and produced by Tribe Pictures. Starring Stanley Tucci and Lisa Eichhorn, the film's plot reverses the conventions of romantic comedies: instead of man meet woman - fall in love, marry and have baby, in this film the woman gets pregnant, then meets the father, then falls in love. Grace Rhodes (Lisa Eichhorn) is a lonely, successful executive whose biological clock is loudly ticking.",https://www.themoviedb.org/movie/123505,filled_tmdb_tok,www.themoviedb.org,False,rand300_r3;re_audit200_hr1,OK,
625,Asfour Stah (1990),1990,Drama,"Twelve-year-old Noura dangles uncertainly in that difficult netherworld between childhood and adulthood. His growing libido has gotten him banned from the women's baths, where his mother took him when he was younger, but he's not yet old enough to participate in grown-up discussions with the men of his Tunisian village. Noura's only real friend is a troublemaker named Salih -- the village political outcast.",https://www.themoviedb.org/movie/44281,filled_tmdb,www.themoviedb.org,False,rand300_r3,,
636,Frisk (1995),1995,Drama,"A first person narrative of a gay serial killer explores violence, sexuality, and imagination.",https://www.themoviedb.org/movie/40926,filled_tmdb,www.themoviedb.org,False,rand300_r3,,
643,Peanuts - Die Bank zahlt alles (1996),1996,Comedy,"Two mysterious tough guys, Ryuji Hoshikawa and Kyotaro Ochiai, win money at the track but have some of their winnings swindled by Tetsu, a member of the Hyakkikai posing as a car dealer. Mr.",https://www.imdb.com/title/tt0304615/,filled_plot_dataset,www.imdb.com,False,rand200_r2;re_audit200_hr1,OK,
644,Happy Weekend (1996),1996,Comedy,"Set in the ""not-too distant future"", martial law has been declared in The City in leu of a looming earthquake. However, the earthquake is merely a ruse, a story fed to the public so the TWF (True World Forces) can capture an alien spotted over the city some few days earlier. A TWF agent runs into the alien (a *hottie* who can change her appearance, while always remaining - of course - a hottie), and the two go off and, um, compare their respective physiology (yeah, that's it).",https://www.themoviedb.org/movie/5546,filled_tmdb_fuzzy,www.themoviedb.org,False,rand200_r2;rand300_r3;re_audit200_hr1,OK,
645,Nelly & Monsieur Arnaud (1995),1995,Drama,"Nelly leaves her lazy, unemployed husband to work for retired judge Mr Arnaud, forty years her senior, after he offers to clear her bills for her. While she types his memoirs the two develop a close friendship, but Arnaud becomes jealous when Nelly begins dating his good-looking young publisher.",https://www.themoviedb.org/movie/12652,filled_tmdb,www.themoviedb.org,False,rand200_r2;rand300_r3,,
649,Cold Fever (Á köldum klaka) (1994),1994,Comedy|Drama,A Japanese businessman travels to Iceland and has a series of misadventures while venturing to a remote area to perform a traditional burial ritual where his parents died several years back.,https://www.themoviedb.org/movie/68445,filled_tmdb,www.themoviedb.org,False,rand200_r1,,
651,"Superweib, Das (1996)",1996,Comedy,"Franziska, a romantic woman with two children, meets divorce-lawyer Enno Winkel while trying to buy a flat; before she knows it, he initiates her divorce and chaos follows.",https://www.imdb.com/title/tt0117788/,fixed_imdb_match,www.imdb.com,False,rand200_r1,,
